study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB23009	SAMEA104348140	ERS1973118	ERX2228974	ERR2172531	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2172531/ERR2172531.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2172531/ERR2172531.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/001/ERR2172531	ftp.sra.ebi.ac.uk/vol1/err/ERR217/001/ERR2172531		
PRJEB23009	SAMEA104348141	ERS1973119	ERX2228975	ERR2172532	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2172532/ERR2172532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2172532/ERR2172532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000723.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000723.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/002/ERR2172532	ftp.sra.ebi.ac.uk/vol1/err/ERR217/002/ERR2172532		
PRJEB23009	SAMEA104348142	ERS1973120	ERX2228976	ERR2172533	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2172533/ERR2172533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2172533/ERR2172533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/003/ERR2172533	ftp.sra.ebi.ac.uk/vol1/err/ERR217/003/ERR2172533		
PRJEB23009	SAMEA104348143	ERS1973121	ERX2228977	ERR2172534	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2172534/ERR2172534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2172534/ERR2172534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/004/ERR2172534	ftp.sra.ebi.ac.uk/vol1/err/ERR217/004/ERR2172534		
PRJEB23009	SAMEA104348144	ERS1973122	ERX2228978	ERR2172535	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172535/ERR2172535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172535/ERR2172535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/005/ERR2172535	ftp.sra.ebi.ac.uk/vol1/err/ERR217/005/ERR2172535		
PRJEB23009	SAMEA104348145	ERS1973123	ERX2228979	ERR2172536	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172536/ERR2172536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172536/ERR2172536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000729.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000729.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/006/ERR2172536	ftp.sra.ebi.ac.uk/vol1/err/ERR217/006/ERR2172536		
PRJEB23009	SAMEA104348146	ERS1973124	ERX2228980	ERR2172537	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172537/ERR2172537.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172537/ERR2172537.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000730.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000730.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/007/ERR2172537	ftp.sra.ebi.ac.uk/vol1/err/ERR217/007/ERR2172537		
PRJEB23009	SAMEA104348147	ERS1973125	ERX2228981	ERR2172538	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172538/ERR2172538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172538/ERR2172538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000731.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000731.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/008/ERR2172538	ftp.sra.ebi.ac.uk/vol1/err/ERR217/008/ERR2172538		
PRJEB23009	SAMEA104348148	ERS1973126	ERX2228982	ERR2172539	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172539/ERR2172539.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172539/ERR2172539.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000732.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000732.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/009/ERR2172539	ftp.sra.ebi.ac.uk/vol1/err/ERR217/009/ERR2172539		
PRJEB23009	SAMEA104348149	ERS1973127	ERX2228983	ERR2172540	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2172540/ERR2172540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2172540/ERR2172540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000733.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000733.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/000/ERR2172540	ftp.sra.ebi.ac.uk/vol1/err/ERR217/000/ERR2172540		
PRJEB23009	SAMEA104348150	ERS1973128	ERX2228984	ERR2172541	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2172541/ERR2172541.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2172541/ERR2172541.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000734.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000734.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/001/ERR2172541	ftp.sra.ebi.ac.uk/vol1/err/ERR217/001/ERR2172541		
PRJEB23009	SAMEA104348151	ERS1973129	ERX2228985	ERR2172542	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2172542/ERR2172542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2172542/ERR2172542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000735.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000735.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/002/ERR2172542	ftp.sra.ebi.ac.uk/vol1/err/ERR217/002/ERR2172542		
PRJEB23009	SAMEA104348152	ERS1973130	ERX2228986	ERR2172543	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2172543/ERR2172543.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2172543/ERR2172543.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/003/ERR2172543	ftp.sra.ebi.ac.uk/vol1/err/ERR217/003/ERR2172543		
PRJEB23009	SAMEA104348153	ERS1973131	ERX2228987	ERR2172544	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2172544/ERR2172544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2172544/ERR2172544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000739.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000739.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/004/ERR2172544	ftp.sra.ebi.ac.uk/vol1/err/ERR217/004/ERR2172544		
PRJEB23009	SAMEA104348154	ERS1973132	ERX2228988	ERR2172545	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172545/ERR2172545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172545/ERR2172545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/005/ERR2172545	ftp.sra.ebi.ac.uk/vol1/err/ERR217/005/ERR2172545		
PRJEB23009	SAMEA104348155	ERS1973133	ERX2228989	ERR2172546	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172546/ERR2172546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172546/ERR2172546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/006/ERR2172546	ftp.sra.ebi.ac.uk/vol1/err/ERR217/006/ERR2172546		
PRJEB23009	SAMEA104348156	ERS1973134	ERX2228990	ERR2172547	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172547/ERR2172547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172547/ERR2172547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000808.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000808.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/007/ERR2172547	ftp.sra.ebi.ac.uk/vol1/err/ERR217/007/ERR2172547		
PRJEB23009	SAMEA104348157	ERS1973135	ERX2228991	ERR2172548	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172548/ERR2172548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172548/ERR2172548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000809.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000809.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/008/ERR2172548	ftp.sra.ebi.ac.uk/vol1/err/ERR217/008/ERR2172548		
PRJEB23009	SAMEA104348158	ERS1973136	ERX2228992	ERR2172549	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172549/ERR2172549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172549/ERR2172549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000810.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000810.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/009/ERR2172549	ftp.sra.ebi.ac.uk/vol1/err/ERR217/009/ERR2172549		
PRJEB23009	SAMEA104348159	ERS1973137	ERX2228993	ERR2172550	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2172550/ERR2172550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2172550/ERR2172550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000811.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000811.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/000/ERR2172550	ftp.sra.ebi.ac.uk/vol1/err/ERR217/000/ERR2172550		
PRJEB23009	SAMEA104348160	ERS1973138	ERX2228994	ERR2172551	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2172551/ERR2172551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2172551/ERR2172551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000812.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000812.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/001/ERR2172551	ftp.sra.ebi.ac.uk/vol1/err/ERR217/001/ERR2172551		
PRJEB23009	SAMEA104348161	ERS1973139	ERX2228995	ERR2172552	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2172552/ERR2172552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2172552/ERR2172552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000813.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000813.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/002/ERR2172552	ftp.sra.ebi.ac.uk/vol1/err/ERR217/002/ERR2172552		
PRJEB23009	SAMEA104348162	ERS1973140	ERX2228996	ERR2172553	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2172553/ERR2172553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2172553/ERR2172553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000814.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000814.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/003/ERR2172553	ftp.sra.ebi.ac.uk/vol1/err/ERR217/003/ERR2172553		
PRJEB23009	SAMEA104348163	ERS1973141	ERX2228997	ERR2172554	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2172554/ERR2172554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2172554/ERR2172554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000815.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000815.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/004/ERR2172554	ftp.sra.ebi.ac.uk/vol1/err/ERR217/004/ERR2172554		
PRJEB23009	SAMEA104348164	ERS1973142	ERX2228998	ERR2172555	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172555/ERR2172555.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172555/ERR2172555.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000816.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000816.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/005/ERR2172555	ftp.sra.ebi.ac.uk/vol1/err/ERR217/005/ERR2172555		
PRJEB23009	SAMEA104348165	ERS1973143	ERX2228999	ERR2172556	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172556/ERR2172556.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172556/ERR2172556.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000817.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000817.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/006/ERR2172556	ftp.sra.ebi.ac.uk/vol1/err/ERR217/006/ERR2172556		
PRJEB23009	SAMEA104348166	ERS1973144	ERX2229000	ERR2172557	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172557/ERR2172557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172557/ERR2172557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000818.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000818.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/007/ERR2172557	ftp.sra.ebi.ac.uk/vol1/err/ERR217/007/ERR2172557		
PRJEB23009	SAMEA104348167	ERS1973145	ERX2229001	ERR2172558	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172558/ERR2172558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172558/ERR2172558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000819.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000819.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/008/ERR2172558	ftp.sra.ebi.ac.uk/vol1/err/ERR217/008/ERR2172558		
PRJEB23009	SAMEA104348168	ERS1973146	ERX2229002	ERR2172559	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172559/ERR2172559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172559/ERR2172559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000820.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000820.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/009/ERR2172559	ftp.sra.ebi.ac.uk/vol1/err/ERR217/009/ERR2172559		
PRJEB23009	SAMEA104348169	ERS1973147	ERX2229003	ERR2172560	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2172560/ERR2172560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2172560/ERR2172560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000821.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000821.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/000/ERR2172560	ftp.sra.ebi.ac.uk/vol1/err/ERR217/000/ERR2172560		
PRJEB23009	SAMEA104348170	ERS1973148	ERX2229004	ERR2172561	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2172561/ERR2172561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2172561/ERR2172561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000822.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000822.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/001/ERR2172561	ftp.sra.ebi.ac.uk/vol1/err/ERR217/001/ERR2172561		
PRJEB23009	SAMEA104348171	ERS1973149	ERX2229005	ERR2172562	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2172562/ERR2172562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2172562/ERR2172562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000823.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000823.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/002/ERR2172562	ftp.sra.ebi.ac.uk/vol1/err/ERR217/002/ERR2172562		
PRJEB23009	SAMEA104348172	ERS1973150	ERX2229006	ERR2172563	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2172563/ERR2172563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2172563/ERR2172563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000824.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000824.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/003/ERR2172563	ftp.sra.ebi.ac.uk/vol1/err/ERR217/003/ERR2172563		
PRJEB23009	SAMEA104348173	ERS1973151	ERX2229007	ERR2172564	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2172564/ERR2172564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2172564/ERR2172564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000825.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000825.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/004/ERR2172564	ftp.sra.ebi.ac.uk/vol1/err/ERR217/004/ERR2172564		
PRJEB23009	SAMEA104348174	ERS1973152	ERX2229008	ERR2172565	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172565/ERR2172565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172565/ERR2172565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000826.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000826.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/005/ERR2172565	ftp.sra.ebi.ac.uk/vol1/err/ERR217/005/ERR2172565		
PRJEB23009	SAMEA104348175	ERS1973153	ERX2229009	ERR2172566	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172566/ERR2172566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172566/ERR2172566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000827.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000827.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/006/ERR2172566	ftp.sra.ebi.ac.uk/vol1/err/ERR217/006/ERR2172566		
PRJEB23009	SAMEA104348176	ERS1973154	ERX2229010	ERR2172567	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172567/ERR2172567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172567/ERR2172567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000828.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000828.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/007/ERR2172567	ftp.sra.ebi.ac.uk/vol1/err/ERR217/007/ERR2172567		
PRJEB23009	SAMEA104348177	ERS1973155	ERX2229011	ERR2172568	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172568/ERR2172568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172568/ERR2172568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/008/ERR2172568	ftp.sra.ebi.ac.uk/vol1/err/ERR217/008/ERR2172568		
PRJEB23009	SAMEA104348178	ERS1973156	ERX2229012	ERR2172569	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172569/ERR2172569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172569/ERR2172569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000830.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA111/ERA1116543/fastq/2538.1000830.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR217/009/ERR2172569	ftp.sra.ebi.ac.uk/vol1/err/ERR217/009/ERR2172569		
